Appointment_ID,Orders,MDL_No (from Orders),Order No.,Last Name,First Name,First_Last_Calculated,Firm,Attorney,Canonical_Name (from Attorney),Appoint,Remove,Interim,Appointment Types,Appointee Type,Plaintiff/Defendant
2272-162-4231,2272-162,2272,2272-162,Lapinski,Daniel,Daniel Lapinski,"Wilentz, Goldman aurd Spitzer",344-Daniel R. Lapinski,Daniel R. Lapinski,checked,,,Management,Individual,Plaintiff
2272-162-4232,2272-162,2272,2272-162,Goldser,Ronald,Ronald Goldser,Zimmerman Reed,345-Ronald S. Goldser,Ronald S. Goldser,checked,,,Management,Individual,Plaintiff
2272-162-4233,2272-162,2272,2272-162,"Overholtz,",Neil,"Neil Overholtz,","Aylstock, Witkin, Kreis & Overholtz",346-Neil D. Overholtz,Neil D. Overholtz,checked,,,Management,Individual,Plaintiff
2272-162-4234,2272-162,2272,2272-162,Shkolnik,Hunter,Hunter Shkolnik,"Napoli Bern Ripka Shkolnick, LLP",110-Hunter J. Shkolnik,Hunter J. Shkolnik,checked,,,Management,Individual,Plaintiff
2272-162-4235,2272-162,2272,2272-162,Kassan,Randi,Randi Kassan,Sanders Viener Grossman,347-Randi A. Kassan,Randi A. Kassan,checked,,,Management,Individual,Plaintiff
2272-162-4236,2272-162,2272,2272-162,Oliver,Alyson,Alyson Oliver,Kresch Oliver,222-Alyson Oliver,Alyson Oliver,checked,,,Management,Individual,Plaintiff
2272-162-4237,2272-162,2272,2272-162,London,Michael,Michael London,Douglas and London,266-Michael A. London,Michael A. London,checked,,,Management,Individual,Plaintiff
2272-162-4238,2272-162,2272,2272-162,Gordon,Robeft,Robeft Gordon,Weitz and Luxenberg,348-Robert J. Gordon,Robert J. Gordon,checked,,,Management,Individual,Plaintiff
2272-162-4239,2272-162,2272,2272-162,Beyea-Schroeder,Karen,Karen Beyea-Schroeder,Fleming & Associates,246-Karen H. Beyea-Schroeder,Karen H. Beyea-Schroeder,checked,,,Management,Individual,Plaintiff
2272-162-4240,2272-162,2272,2272-162,Burke,Daniel,Daniel Burke,Parker Waichman Alonso,349-Daniel C. Burke,Daniel C. Burke,checked,,,Management,Individual,Plaintiff
2272-162-4241,2272-162,2272,2272-162,Yeager,Joseph,Joseph Yeager,"Baker Daniels, LLP",350-Joseph H. Yeager Jr,Joseph H. Yeager Jr,checked,,,LeadCounsel,Individual,Defendant
2272-162-4242,2272-162,2272,2272-162,Pierson,Andrea,Andrea Pierson,"Baker Daniels, LLP",351-Andrea R. Pierson,Andrea R. Pierson,checked,,,LeadCounsel,Individual,Defendant
2272-162-4243,2272-162,2272,2272-162,Stitcher,Kurt,Kurt Stitcher,"Baker & Daniels, LLP",352-Kurt E. Stitcher,Kurt E. Stitcher,checked,,,Communications,Individual,Defendant
2440-705-4244,2440-705,2440,2440-705,Garrard,Henry,Henry Garrard,"Blasingame, Burch, Garrard & Ashley, PC",182-Henry G. Garrard III,Henry G. Garrard III,checked,,,Fees,Individual,
2440-705-4245,2440-705,2440,2440-705,Rice,Joseph,Joseph Rice,"Motley Rice, LLC",254-Joseph F. Rice,Joseph F. Rice,checked,,,Fees,Individual,
2440-705-4246,2440-705,2440,2440-705,Clark,Clayton,Clayton Clark,"Clark, Love & Hutson, GP",191-Clayton A. Clark,Clayton A. Clark,checked,,,Fees,Individual,
2440-705-4247,2440-705,2440,2440-705,Frankovitch,Carl,Carl Frankovitch,"Frankovitch, Anetakis, Colantonio & Simon",195-Carl N. Frankovitch,Carl N. Frankovitch,checked,,,Fees,Individual,
2440-705-4248,2440-705,2440,2440-705,Flaherty,Yvonne,Yvonne Flaherty,Lockridge Grindal Nauen,112-Yvonne M. Flaherty,Yvonne M. Flaherty,checked,,,Fees,Individual,
2440-705-4249,2440-705,2440,2440-705,Cartmell,Thomas,Thomas Cartmell,"Wagstaff & Cartmell, LLP",81-Thomas P. Cartmell,Thomas P. Cartmell,checked,,,Fees,Individual,
2440-705-4250,2440-705,2440,2440-705,Baggett,Renee,Renee Baggett,Aylstock Witkin Kreis & Overholtz,199-D. Renee Baggett,D. Renee Baggett,checked,,,Fees,Individual,
2440-705-4251,2440-705,2440,2440-705,Burnett,Riley,Riley Burnett,Burnett Law Firm,203-Riley L. Burnett,Riley L. Burnett,checked,,,Fees,Individual,
2440-705-4252,2440-705,2440,2440-705,McKee,William,William McKee,,255-F. William McKee,F. William McKee,checked,,,Fees,Individual,
2742-98-4253,2742-98,2742,2742-98,,, ,Pomerantz LLP,,,checked,,,LeadCounsel,Firm,Plaintiff
2742-98-4254,2742-98,2742,2742-98,,, ,Wehrle Law LLC,,,checked,,,Communications,Firm,Plaintiff
2742-103-4255,2742-103,2742,2742-103,,, ,"Abraham Fruchter & Twersky, LLP",,,checked,,,LeadCounsel,Firm,Plaintiff
2742-549-4256,2742-549,2742,2742-549,,, ,Bernstein Litowitz Berger & Grossman LLP,,,checked,,,ClassCounsel,Firm,Plaintiff
2741-14966-4257,2741-14966,2741,2741-14966,Wade,Gillian,Gillian Wade,"Milstein, Jackson, Fairchild & Wade, LLP",1162-Gillian L. Wade,Gillian L. Wade,checked,,,ClassCounsel,Individual,Plaintiff
2741-14966-4258,2741-14966,2741,2741-14966,Castaneda,Marc,Marc Castaneda,"Milstein, Jackson, Fairchild & Wade, LLP",1164-Marc A. Castaneda,Marc A. Castaneda,checked,,,ClassCounsel,Individual,Plaintiff
2741-14966-4259,2741-14966,2741,2741-14966,Oster,Joel,Joel Oster,Law Offices of Howard Rubinstein,1319-Joel L. Oster,Joel L. Oster,checked,,,ClassCounsel,Individual,Plaintiff
2741-14966-4260,2741-14966,2741,2741-14966,Avila,Sara,Sara Avila,"Milstein, Jackson, Fairchild & Wade, LLP",1163-Sara D. Avila,Sara D. Avila,checked,,,ClassCounsel,Individual,Plaintiff
2741-16401-4261,2741-16401,2741,2741-16401,Wade,Gillian,Gillian Wade,"Milstein, Jackson, Fairchild & Wade, LLP",1162-Gillian L. Wade,Gillian L. Wade,checked,,,ClassCounsel,Individual,Plaintiff
2741-16401-4262,2741-16401,2741,2741-16401,Castaneda,Marc,Marc Castaneda,"Milstein, Jackson, Fairchild & Wade, LLP",1164-Marc A. Castaneda,Marc A. Castaneda,checked,,,ClassCounsel,Individual,Plaintiff
2741-16401-4263,2741-16401,2741,2741-16401,Oster,Joel,Joel Oster,Law Offices of Howard Rubinstein,1319-Joel L. Oster,Joel L. Oster,checked,,,ClassCounsel,Individual,Plaintiff
2741-16401-4264,2741-16401,2741,2741-16401,Avila,Sara,Sara Avila,"Milstein, Jackson, Fairchild & Wade, LLP",1163-Sara D. Avila,Sara D. Avila,checked,,,ClassCounsel,Individual,Plaintiff
2705-111-4265,2705-111,2705,2705-111,Barnow,Ben,Ben Barnow,"Barnow and Associates, P.C.",1055-Ben Barnow,Ben Barnow,checked,,checked,LeadCounsel,Individual,Plaintiff
2705-111-4266,2705-111,2705,2705-111,Blood,Timothy,Timothy Blood,Blood Hurst & O’Reardon LLP,616-Timothy G. Blood,Timothy G. Blood,checked,,checked,LeadCounsel,Individual,Plaintiff
2705-111-4267,2705-111,2705,2705-111,Feldman,Lori,Lori Feldman,Levi & Korsinsky LLP,1131-Lori G. Feldman,Lori G. Feldman,checked,,checked,LeadCounsel,Individual,Plaintiff
2705-111-4268,2705-111,2705,2705-111,Clifford,Robert,Robert Clifford,"Clifford Law
Offices",1320-Robert A. Clifford,Robert A. Clifford,checked,,,Management,Individual,Plaintiff
2705-111-4269,2705-111,2705,2705-111,Zimmerman,Thomas,Thomas Zimmerman,Zimmerman Law Offices,1321-Thomas A. Zimmerman Jr ,Thomas A. Zimmerman Jr ,checked,,,Management,Individual,Plaintiff
2705-111-4270,2705-111,2705,2705-111,Driscoll,John,John Driscoll,"The Driscoll
Firm, P.C.",605-John J. Driscoll,John J. Driscoll,checked,,,Management,Individual,Plaintiff
2705-111-4271,2705-111,2705,2705-111,Pollack,Janine,Janine Pollack,Wolf Haldenstein Adler Freeman & Herz LLP,1322-Janine L. Pollack,Janine L. Pollack,checked,,,Management,Individual,Plaintiff
2705-111-4272,2705-111,2705,2705-111,Fisher,L. ,L.  Fisher,"Bursor & Fisher, P.A.",1323-Lawrence T. Fisher,Lawrence T. Fisher,checked,,,Management,Individual,Plaintiff
2705-111-4273,2705-111,2705,2705-111,Garber,Todd,Todd Garber,"Finkelstein, Blankinship, Frei-Pearson & Garber, LLP",1057-Todd S. Garber,Todd S. Garber,checked,,,Management,Individual,Plaintiff
2705-111-4274,2705-111,2705,2705-111,McShane,Michael,Michael McShane,"Audet & Partners, LLP",1324-Michael A. McShane,Michael A. McShane,checked,,,Management,Individual,Plaintiff
2705-111-4275,2705-111,2705,2705-111,Penney,Brant,Brant Penney,"Reinhardt, Wendorf, & Blanchfield",1325-Brant D. Penney,Brant D. Penney,checked,,,Management,Individual,Plaintiff
2705-111-4276,2705-111,2705,2705-111,Laufenberg,Cari,Cari Laufenberg,Keller Rohrback L.L.P.,1179-Cari C. Laufenberg,Cari C. Laufenberg,checked,,,Management,Individual,Plaintiff
2693-85-4277,2693-85,2693,2693-85,Gibbs,Eric,Eric Gibbs,Girard Gibbs LLP,1253-Eric H. Gibbs,Eric H. Gibbs,checked,,,LeadCounsel,Individual,Plaintiff
2693-85-4278,2693-85,2693,2693-85,Cochett,Joseph,Joseph Cochett,"Cotchett, Pitre & McCarthy LLP",1089-Joseph W. Cotchett,Joseph W. Cotchett,checked,,,LeadCounsel,Individual,Plaintiff
2693-85-4279,2693-85,2693,2693-85,Lynch,Gary,Gary Lynch,Carlson Lynch Sweet & Kilpela LLP,996-Gary F. Lynch,Gary F. Lynch,checked,,,Management,Individual,Plaintiff
2693-85-4280,2693-85,2693,2693-85,Friedman,Andrew,Andrew Friedman,Cohen Milstein,964-Andrew N. Friedman,Andrew N. Friedman,checked,,,Management,Individual,Plaintiff
2693-85-4281,2693-85,2693,2693-85,Gudmundson,Brian,Brian Gudmundson,Zimmerman Reed PLLP,1001-Brian C. Gudmundson,Brian C. Gudmundson,checked,,,Management,Individual,Plaintiff
2693-85-4282,2693-85,2693,2693-85,Aitken,Ashleigh,Ashleigh Aitken,Aitken Aitken Cohn,1326-Ashleigh E. Aitken,Ashleigh E. Aitken,checked,,,Management,Individual,Plaintiff
2693-85-4283,2693-85,2693,2693-85,Pierce,Anthony,Anthony Pierce,Akin Gump Strauss Hauer and Feld LLP,1327-Anthony T. Pierce,Anthony T. Pierce,checked,,,Communications,Individual,Defendant
2693-297-4284,2693-297,2693,2693-297,Gibbs,Eric,Eric Gibbs,Gibbs Law Group LLP,1253-Eric H. Gibbs,Eric H. Gibbs,checked,,,ClassCounsel,Individual,Plaintiff
2693-297-4285,2693-297,2693,2693-297,Mura,Andre,Andre Mura,Gibbs Law Group LLP,921-Andre M. Mura,Andre M. Mura,checked,,,ClassCounsel,Individual,Plaintiff
2693-297-4286,2693-297,2693,2693-297,Cotchett,Joseph,Joseph Cotchett,"Cotchett, Pitre & McCarthy, LLP",1089-Joseph W. Cotchett,Joseph W. Cotchett,checked,,,ClassCounsel,Individual,Plaintiff
2693-297-4287,2693-297,2693,2693-297,Zapala,Zapala,Zapala Zapala,"Cotchett, Pitre & McCarthy, LLP",1328-Adam J. Zapala,Adam J. Zapala,checked,,,ClassCounsel,Individual,Plaintiff
2693-297-4288,2693-297,2693,2693-297,,, ,,,,,,,,,
2492-76-4289,2492-76,2492,2492-76,Berman,Steve,Steve Berman,Hagens Berman Sobol Shapiro LLP,329-Steve W. Berman,Steve W. Berman,checked,,,"LeadCounsel,ClassCounsel",Individual,Plaintiff
2492-76-4290,2492-76,2492,2492-76,Siprut,Joseph,Joseph Siprut,Siprut PC,,,checked,,,"LeadCounsel,ClassCounsel",Individual,Plaintiff
2492-76-4291,2492-76,2492,2492-76,,, ,,152-Richard S. Lewis,Richard S. Lewis,checked,,,ClassCounsel,Individual,Plaintiff
2492-76-4292,2492-76,2492,2492-76,,Zimmerman,Zimmerman ,"Zimmerman Reed, PLLP",1-Charles S. Zimmerman,Charles S. Zimmerman,checked,,,Management,Individual,Plaintiff
2492-76-4293,2492-76,2492,2492-76,Zamora,Mark,Mark Zamora,"The Orlando Firm, PC",407-Omar R. M. Zamora,Omar R. M. Zamora,checked,,,Management,Individual,Plaintiff
2492-76-4294,2492-76,2492,2492-76,Dugan,James,James Dugan,"The Dugan Law Firm, APLC",419-James R. Dugan II,James R. Dugan II,checked,,,Management,Individual,Plaintiff
2492-76-4295,2492-76,2492,2492-76,,, ,Latham & Watkins LLP,,,checked,,,LeadCounsel,Firm,Defendant
2493-23-4296,2493-23,2493,2493-23,Marshall,Jonathan,Jonathan Marshall,,1329-Jonathan R. Marshall,Jonathan R. Marshall,checked,,,Communications,Individual,Plaintiff
2493-23-4297,2493-23,2493,2493-23,Barrett,John,John Barrett,,5-John W. Barrett,John W. Barrett,checked,,,LeadCounsel,Individual,Plaintiff
2493-23-4298,2493-23,2493,2493-23,Terrell,Beth,Beth Terrell,,1330-Beth E. Terrell,Beth E. Terrell,checked,,,LeadCounsel,Individual,Plaintiff
2493-23-4299,2493-23,2493,2493-23,Holmstrand,Jeffrey,Jeffrey Holmstrand,,1331-Jeffrey A. Holmstrand,Jeffrey A. Holmstrand,checked,,,Communications,Individual,Defendant
2752-58-4300,2752-58,2752,2752-58,Yanchunis,John,John Yanchunis,Morgan & Morgan,766-John A. Yanchunis,John A. Yanchunis,checked,,,"LeadCounsel,Management",Individual,Plaintiff
2752-58-4301,2752-58,2752,2752-58,Tadler,Ariana,Ariana Tadler,Milberg LLP,999-Ariana J. Tadler,Ariana J. Tadler,checked,,,Management,Individual,Plaintiff
2677-174-4302,2677-174,2677,2677-174,Shkolnik,Hunter,Hunter Shkolnik,,110-Hunter J. Shkolnik,Hunter J. Shkolnik,checked,,,LeadCounsel,Individual,Plaintiff
2752-58-4303,2752-58,2752,2752-58,Davidson,Stuart,Stuart Davidson,Robins Geller Rudman & Dowd LLP,1000-Stuart A. Davidson,Stuart A. Davidson,checked,,,Management,Individual,Plaintiff
2677-174-4304,2677-174,2677,2677-174,Emert,Melissa,Melissa Emert,,880-Melissa R. Emert,Melissa R. Emert,checked,,,LeadCounsel,Individual,Plaintiff
2677-174-4305,2677-174,2677,2677-174,Ward,Jasper,Jasper Ward,,393-Jasper D. Ward IV,Jasper D. Ward IV,checked,,,LeadCounsel,Individual,Plaintiff
2752-58-4306,2752-58,2752,2752-58,Blatt,Gayle,Gayle Blatt,Casey Gerry Schenk Francavilla Blatt & Penfield LLP,452-Gayle M. Blatt,Gayle M. Blatt,checked,,,Management,Individual,Plaintiff
2677-174-4307,2677-174,2677,2677-174,Weld,Cristopher,Cristopher Weld,,1332-Christopher Weld Jr,Christopher Weld Jr,checked,,,Communications,Individual,Plaintiff
2752-58-4308,2752-58,2752,2752-58,Riebel,Karen,Karen Riebel,Lockridge Grindal Nauen PLLP,1036-Karen H. Riebel,Karen H. Riebel,checked,,,Management,Individual,Plaintiff
2677-174-4309,2677-174,2677,2677-174,Yanchunis,John,John Yanchunis,,766-John A. Yanchunis,John A. Yanchunis,checked,,,Management,Individual,Plaintiff
2677-174-4310,2677-174,2677,2677-174,Duffy,Jennifer,Jennifer Duffy,,1333-Jennifer L. Duffy,Jennifer L. Duffy,checked,,,Management,Individual,Plaintiff
2677-174-4311,2677-174,2677,2677-174,Mathews,David,David Mathews,,664-David T. Mathews,David T. Mathews,checked,,,Management,Individual,Plaintiff
2677-174-4312,2677-174,2677,2677-174,Garrison,Lewis,Lewis Garrison,,922-W. Lewis Garrison Jr,W. Lewis Garrison Jr,checked,,,Management,Individual,Plaintiff
2677-174-4313,2677-174,2677,2677-174,Hannon,Kevin,Kevin Hannon,,803-Kevin S. Hannon,Kevin S. Hannon,checked,,,Management,Individual,Plaintiff
2677-174-4314,2677-174,2677,2677-174,Shelquist,Robert,Robert Shelquist,,1222-Robert K. Shelquist,Robert K. Shelquist,checked,,,Management,Individual,Plaintiff
2677-174-4315,2677-174,2677,2677-174,Flannery,Michael,Michael Flannery,,1334-Michael J. Flannery,Michael J. Flannery,checked,,,Management,Individual,Plaintiff
2677-174-4316,2677-174,2677,2677-174,Milstein,Alan,Alan Milstein,,354-Alan C. Milstein,Alan C. Milstein,checked,,,Management,Individual,Plaintiff
2677-174-4317,2677-174,2677,2677-174,Cornfeld,Richard,Richard Cornfeld,,1335-Richard S. Cornfeld,Richard S. Cornfeld,checked,,,Management,Individual,Plaintiff
2504-194-4318,2504-194,2504,2504-194,,, ,Thierman Buck LLP,,,checked,,,"LeadCounsel,ClassCounsel",Firm,Plaintiff
2504-194-4319,2504-194,2504,2504-194,,, ,Cohelan Khoury & Singer,,,checked,,,ClassCounsel,Firm,Plaintiff
2504-194-4320,2504-194,2504,2504-194,,, ,The Markham Law Firm,,,checked,,,ClassCounsel,Firm,Plaintiff
2504-194-4321,2504-194,2504,2504-194,,, ,Hamner Law Offices APC,,,checked,,,ClassCounsel,Firm,Plaintiff
2504-194-4322,2504-194,2504,2504-194,,, ,United Employees Law Group,,,checked,,,ClassCounsel,Firm,Plaintiff
2672-7997-4323,2672-7997,2672,2672-7997,Cabraser,Elizabeth,Elizabeth Cabraser,,7-Elizabeth J. Cabraser,Elizabeth J. Cabraser,checked,,checked,ClassCounsel,Individual,Plaintiff
2504-295-4324,2504-295,2504,2504-295,,, ,Thierman Buck LLP,,,checked,,,"ClassCounsel,SettlementAdministration",Firm,Plaintiff
2672-8088-4325,2672-8088,2672,2672-8088,Cabraser,Elizabeth,Elizabeth Cabraser,,7-Elizabeth J. Cabraser,Elizabeth J. Cabraser,checked,,checked,ClassCounsel,Individual,Plaintiff
2669-87-4326,2669-87,2669,2669-87,Cassetta,Richard,Richard Cassetta,Bryan Cave LLP,1336-Richard P. Cassetta,Richard P. Cassetta,checked,,,Communications,Individual,Defendant
2669-87-4327,2669-87,2669,2669-87,Atkins,Robert,Robert Atkins,"Paul, Weiss, Rifkind &
Garrison, LLP",1337-Robert A. Atkins,Robert A. Atkins,checked,,,LeadCounsel,Individual,Defendant
2669-87-4328,2669-87,2669,2669-87,Dowd,Douglas,Douglas Dowd,"Dowd & Dowd, P.C.,",1338-Douglas P. Dowd,Douglas P. Dowd,checked,,,Communications,Individual,Plaintiff
2669-87-4329,2669-87,2669,2669-87,,, ,"Dowd & Dowd, P.C.,",,,checked,,,Communications,Firm,Plaintiff
2669-87-4330,2669-87,2669,2669-87,Driscoll,John,John Driscoll,"The Driscoll Firm, P.C.",605-John J. Driscoll,John J. Driscoll,checked,,,LeadCounsel,Individual,Plaintiff
2669-87-4331,2669-87,2669,2669-87,,, ,"The Driscoll Firm, P.C.",,,checked,,,LeadCounsel,Firm,Plaintiff
2669-87-4332,2669-87,2669,2669-87,Garrison,Lewis,Lewis Garrison,"Heninger Garrison Davis, LLC,",922-W. Lewis Garrison Jr,W. Lewis Garrison Jr,checked,,,LeadCounsel,Individual,Plaintiff
2669-87-4333,2669-87,2669,2669-87,,, ,"Heninger Garrison Davis, LLC,",,,checked,,,LeadCounsel,Firm,Plaintiff
2669-87-4334,2669-87,2669,2669-87,Eaves,John,John Eaves,Eaves Law Firm,1339-John A. Eaves Jr,John A. Eaves Jr,checked,,,Management,Individual,Plaintiff
2669-354-4335,2669-354,2669,2669-354,,, ,"The Driscoll Firm, P.C.",,,checked,,,Settlement,Firm,Plaintiff
2669-354-4336,2669-354,2669,2669-354,,, ,"Heninger Garrison Davis, LLC",,,checked,,,Settlement,Firm,Plaintiff
2669-354-4337,2669-354,2669,2669-354,,, ,"Dowd & Dowd, P.C.",,,checked,,,Settlement,Firm,Plaintiff
2669-87-4338,2669-87,2669,2669-87,,, ,Eaves Law Firm,,,checked,,,Management,Firm,Plaintiff
2669-87-4339,2669-87,2669,2669-87,Lynch,Gary,Gary Lynch,"Carlson Lynch Sweet & Kilpela, LLP",996-Gary F. Lynch,Gary F. Lynch,checked,,,Management,Individual,Plaintiff
2669-87-4340,2669-87,2669,2669-87,,, ,"Carlson Lynch Sweet & Kilpela, LLP",,,checked,,,Management,Firm,Plaintiff
2669-87-4341,2669-87,2669,2669-87,Carroll,Katrina,Katrina Carroll,Lite DePalma Greenberg LLC,1340-Katrina Carroll,Katrina Carroll,checked,,,Management,Individual,Plaintiff
2669-87-4342,2669-87,2669,2669-87,,, ,Lite DePalma Greenberg LLC,,,checked,,,Management,Firm,Plaintiff
2669-87-4343,2669-87,2669,2669-87,Hammond,Julian,Julian Hammond,Hammondlaw P.C.,1341-Julian A. Hammond,Julian A. Hammond,checked,,,Management,Individual,Plaintiff
2669-87-4344,2669-87,2669,2669-87,,, ,Hammondlaw P.C.,,,checked,,,Management,Firm,Plaintiff
2669-87-4345,2669-87,2669,2669-87,Zimmerman,Thomas,Thomas Zimmerman,Zimmerman Law Offices,1321-Thomas A. Zimmerman Jr ,Thomas A. Zimmerman Jr ,checked,,,Management,Individual,Plaintiff
2664-58-4346,2664-58,2664,2664-58,Girard,Daniel,Daniel Girard,Girard Gibbs LLP,1078-Daniel C. Girard,Daniel C. Girard,checked,,checked,ClassCounsel,Individual,Plaintiff
2664-58-4347,2664-58,2664,2664-58,Mason,Gary,Gary Mason,Whitfield Bryon & Mason LLP,153-Gary E. Mason,Gary E. Mason,checked,,checked,Communications,Individual,Plaintiff
2664-58-4348,2664-58,2664,2664-58,Yanchunis,John,John Yanchunis,Morgan & Morgan,766-John A. Yanchunis,John A. Yanchunis,checked,,checked,Management,Individual,Plaintiff
2664-58-4349,2664-58,2664,2664-58,Wolfson,Tina,Tina Wolfson,"Ahdoot & Wolfson, PC",1050-Tina Wolfson,Tina Wolfson,checked,,checked,Management,Individual,Plaintiff
2664-58-4350,2664-58,2664,2664-58,Thompson,David,David Thompson,"Cooper & Kirk, PLLC",1342-David H. Thompson,David H. Thompson,checked,,checked,Management,Individual,Plaintiff
2551-18-4351,2551-18,2551,2551-18,,, ,Robbins Geller,,,checked,,checked,ClassCounsel,Firm,Plaintiff
2551-18-4352,2551-18,2551,2551-18,,, ,Silverman Thompson,,,checked,,checked,ClassCounsel,Firm,Plaintiff
2551-18-4353,2551-18,2551,2551-18,,, ,"Zimmerman
Reed",,,checked,,checked,ClassCounsel,Firm,Plaintiff
2551-18-4354,2551-18,2551,2551-18,,, ,Bassford Remele,,,checked,,checked,Communications,Firm,Plaintiff
2551-18-4355,2551-18,2551,2551-18,,, ,Chestnut Cambronne PA,,,checked,,checked,Management,Firm,Plaintiff
2551-18-4356,2551-18,2551,2551-18,,, ,Corboy & Demetrio,,,checked,,checked,Management,Firm,Plaintiff
2551-18-4357,2551-18,2551,2551-18,,, ,"Goldman, Scarlato & Penny, PC;",,,checked,,checked,Management,Firm,Plaintiff
2551-18-4358,2551-18,2551,2551-18,,, ,"Gustafson Gluek, PLLC",,,checked,,checked,Management,Firm,Plaintiff
2551-18-4359,2551-18,2551,2551-18,,, ,"Heins Mills & Olson, PLC",,,checked,,checked,Management,Firm,Plaintiff
2551-18-4360,2551-18,2551,2551-18,,, ,The Levine Law Firm P.C.,,,checked,,checked,Management,Firm,Plaintiff
2551-18-4361,2551-18,2551,2551-18,,, ,"Namanny, Byrne & Owens, APC",,,checked,,checked,Management,Firm,Plaintiff
2551-18-4362,2551-18,2551,2551-18,,, ,Zelle Hofmann Voelbel & Mason LLP,,,checked,,checked,Management,Firm,Plaintiff
2645-41-4363,2645-41,2645,2645-41,,, ,"Finkelstein, Blankinship, Frei-Pearson & Garber LLP",,,checked,,checked,ClassCounsel,Firm,Plaintiff
2645-41-4364,2645-41,2645,2645-41,,, ,"Adhoot & Wolfson, PC",,,checked,,checked,ClassCounsel,Firm,Plaintiff
2645-41-4365,2645-41,2645,2645-41,,, ,"Pearson, Simon & Warshaw, LLP",,,checked,,checked,ClassCounsel,Firm,Plaintiff
2645-95-4366,2645-95,2645,2645-95,,, ,"Finkelstein, Blankinship, Frei-Pearson & Garber LLP",,,checked,,checked,ClassCounsel,Firm,Plaintiff
2645-95-4367,2645-95,2645,2645-95,,, ,"Adhoot & Wolfson, PC",,,checked,,checked,ClassCounsel,Firm,Plaintiff
2645-95-4368,2645-95,2645,2645-95,,, ,"Pearson, Simon & Warshaw, LLP",,,checked,,checked,ClassCounsel,Firm,Plaintiff
2645-126-4369,2645-126,2645,2645-126,,, ,"Finkelstein, Blankinship, Frei-Pearson & Garber LLP",,,checked,,checked,ClassCounsel,Firm,Plaintiff
2645-126-4370,2645-126,2645,2645-126,,, ,"Adhoot & Wolfson, PC",,,checked,,checked,ClassCounsel,Firm,Plaintiff
2645-126-4371,2645-126,2645,2645-126,,, ,"Pearson, Simon & Warshaw, LLP",,,checked,,checked,ClassCounsel,Firm,Plaintiff
2645-216-4372,2645-216,2645,2645-216,,, ,"Finkelstein, Blankinship, Frei-Pearson & Garber LLP",,,checked,,,ClassCounsel,Firm,Plaintiff
2645-216-4373,2645-216,2645,2645-216,,, ,"Adhoot & Wolfson, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2645-216-4374,2645-216,2645,2645-216,,, ,"Pearson, Simon & Warshaw, LLP",,,checked,,,ClassCounsel,Firm,Plaintiff
2627-457-4375,2627-457,2627,2627-457,Berman,Steve,Steve Berman,Hagens Berman Sobol Shapiro LLP,329-Steve W. Berman,Steve W. Berman,checked,,,LeadCounsel,Individual,Plaintiff
2627-457-4376,2627-457,2627,2627-457,Fineman,Nancy,Nancy Fineman,"Cotchett, Pitre & McCarthy, LLP",1343-Nancy L. Fineman,Nancy L. Fineman,checked,,,LeadCounsel,Individual,Plaintiff
2627-457-4377,2627-457,2627,2627-457,Toll,Steven,Steven Toll,Cohen Milstein Sellers & Toll PLLC,1316-Steven J. Toll,Steven J. Toll,checked,,,LeadCounsel,Individual,Plaintiff
2627-457-4378,2627-457,2627,2627-457,Flannery,Dianne,Dianne Flannery,McGuireWoods LLP,1315-Dianne P. Flannery,Dianne P. Flannery,checked,,,LeadCounsel,Individual,Defendant
2627-457-4379,2627-457,2627,2627-457,Stern,William,William Stern,Morrison & Foerster LLP,1344-William L. Stern,William L. Stern,checked,,,LeadCounsel,Individual,Defendant
2627-1227-4380,2627-1227,2627,2627-1227,Fineman,Nancy,Nancy Fineman,,1343-Nancy L. Fineman,Nancy L. Fineman,,checked,,LeadCounsel,Individual,Plaintiff
2627-1227-4381,2627-1227,2627,2627-1227,McCarthy,Niall,Niall McCarthy,,1317-Niall P. McCarthy,Niall P. McCarthy,checked,,,LeadCounsel,Individual,Plaintiff
2627-1227-4382,2627-1227,2627,2627-1227,,, ,,,,,,,,,
2804-37-4383,2804-37,2804,2804-37,Hanly,Paul,Paul Hanly,Simmons Hanly Conroy LLC,31-Paul J. Hanly Jr,Paul J. Hanly Jr,checked,,,LeadCounsel,Individual,Plaintiff
2804-37-4384,2804-37,2804,2804-37,Rice,Joseph,Joseph Rice,Motley Rice LLC,254-Joseph F. Rice,Joseph F. Rice,checked,,,LeadCounsel,Individual,Plaintiff
2804-37-4385,2804-37,2804,2804-37,Farrell,Paul,Paul Farrell,"Greene Ketchum, Farrell, Bailey & Tweel, LLP",184-Paul T. Farrell,Paul T. Farrell,checked,,,LeadCounsel,Individual,Plaintiff
2804-37-4386,2804-37,2804,2804-37,Barrett,Don,Don Barrett,"Barrett Law Group, P.A.",5-John W. Barrett,John W. Barrett,checked,,,Management,Individual,Plaintiff
2804-37-4387,2804-37,2804,2804-37,Cabraser,Elizabeth,Elizabeth Cabraser,"Lieff Cabraser Hiemann & Bernstein, LLP",7-Elizabeth J. Cabraser,Elizabeth J. Cabraser,checked,,,Management,Individual,Plaintiff
